Product_ID,Item_Weight,Item_Type,Item_MRP,Packaging_Type,Packaging_Weight_kg,Supplier_Location,Warehouse_Location,Distance_km,Transport_Mode,Production_Emission_Factor,Packaging_Emission_Factor,Delivery_Emission_Factor,Product_Emissions,Packaging_Emissions,Delivery_Emissions,Total_Emissions
FDD57,18.1,Fruits and Vegetables,95.0094,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.67,0.027,30,42.697
FDW13,8.5,Canned,51.3324,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,51,0.41,6,57.41
FDN24,14.1,Baking Goods,56.1956,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,28.2,0.054,6,34.254
FDJ34,11.8,Snack Foods,126.2704,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,29.5,0.054,6,35.554
FDD46,6.035,Snack Foods,155.0998,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,15.0875,0.054,6,21.1415
FDF46,,Snack Foods,113.2834,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
NCE43,12.5,Household,168.4448,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,50,0.135,18,68.135
FDN27,20.85,Meat,116.8808,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,562.95,0.108,12,575.058
FDW52,14,Frozen Foods,162.6526,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,42,0.081,52.5,94.581
DRH03,17.25,Dairy,92.412,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,48.3,0.081,45,93.381
NCM29,11.5,Health and Hygiene,129.2626,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,34.5,0.081,18,52.581
FDR58,6.675,Snack Foods,93.2462,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.6875,0.054,6,22.7415
FDY50,5.8,Dairy,90.3172,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,16.24,0.081,45,61.321
FDE16,8.895,Frozen Foods,208.4954,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,26.685,0.081,52.5,79.266
NCE31,7.67,Household,32.9216,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,30.68,0.135,18,48.815
FDE53,10.895,Frozen Foods,106.128,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,32.685,0.081,52.5,85.266
DRK11,8.21,Hard Drinks,148.2392,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,16.42,0.17,24,40.59
DRH13,8.575,Soft Drinks,107.128,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,12.8625,0.135,6,18.9975
FDA11,7.75,Baking Goods,93.1436,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,15.5,0.054,6,21.554
DRL35,,Hard Drinks,41.877,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,0,0.17,24,24.17
DRF36,,Soft Drinks,190.6846,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDI07,12.35,Meat,197.2426,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,333.45,0.108,12,345.558
FDI32,17.7,Fruits and Vegetables,117.1834,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,12.39,0.027,30,42.417
DRL60,8.52,Soft Drinks,151.0682,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,12.78,0.135,6,18.915
NCY17,18.2,Health and Hygiene,43.3086,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,54.6,0.081,18,72.681
DRH36,,Soft Drinks,73.0696,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDX02,16,Dairy,225.9404,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,44.8,0.081,45,89.881
FDG46,8.63,Snack Foods,115.0518,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,21.575,0.054,6,27.629
FDM60,10.8,Baking Goods,40.7138,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,21.6,0.054,6,27.654
FDJ22,18.75,Snack Foods,192.5504,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,46.875,0.054,6,52.929
FDU59,5.78,Breads,161.9552,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,6.936,0.054,9.6,16.59
FDL38,13.8,Canned,90.7172,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,82.8,0.41,6,89.21
FDZ23,17.75,Baking Goods,184.724,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,35.5,0.054,6,41.554
FDX52,11.5,Frozen Foods,194.682,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,34.5,0.081,52.5,87.081
NCB42,11.8,Health and Hygiene,117.6492,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,35.4,0.081,18,53.481
NCU18,15.1,Household,140.5496,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,60.4,0.135,18,78.535
FDI32,,Fruits and Vegetables,116.6834,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
DRZ11,8.85,Soft Drinks,122.0388,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,13.275,0.135,6,19.41
NCL54,12.6,Household,174.5054,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,50.4,0.135,18,68.535
FDS19,13.8,Fruits and Vegetables,75.8012,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,9.66,0.027,30,39.687
DRB13,6.115,Soft Drinks,188.653,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,9.1725,0.135,6,15.3075
DRI51,17.25,Dairy,170.3764,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,48.3,0.081,45,93.381
FDS57,,Snack Foods,142.047,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDT39,6.26,Meat,150.7366,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,169.02,0.108,12,181.128
FDH48,13.5,Baking Goods,86.254,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,27,0.054,6,33.054
NCB18,19.6,Household,90.1514,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,78.4,0.135,18,96.535
FDR25,,Canned,263.7884,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDV21,11.5,Snack Foods,126.3704,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,28.75,0.054,6,34.804
DRH23,14.65,Hard Drinks,54.9614,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,29.3,0.17,24,53.47
FDS52,8.89,Frozen Foods,102.8016,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,26.67,0.081,52.5,79.251
NCC31,8.02,Household,154.2972,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,32.08,0.135,18,50.215
FDU03,18.7,Meat,183.3292,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,504.9,0.108,12,517.008
FDG50,7.405,Canned,89.7146,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,44.43,0.41,6,50.84
FDY31,5.98,Fruits and Vegetables,148.4418,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,4.186,0.027,30,34.213
FDX39,,Meat,209.7586,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,0,0.108,12,12.108
FDE46,,Snack Foods,149.5366,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
NCN29,15.2,Health and Hygiene,48.7034,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,45.6,0.081,18,63.681
DRF13,12.1,Soft Drinks,146.3444,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,18.15,0.135,6,24.285
FDT46,,Snack Foods,52.1008,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDS58,9.285,Snack Foods,161.5578,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,23.2125,0.054,6,29.2665
FDX52,,Frozen Foods,192.282,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDP27,8.155,Meat,188.453,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,220.185,0.108,12,232.293
FDX44,9.3,Fruits and Vegetables,89.4172,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,6.51,0.027,30,36.537
DRO35,13.85,Hard Drinks,117.4492,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,27.7,0.17,24,51.87
FDC59,16.7,Starchy Foods,65.7168,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,25.05,0.054,30,55.104
FDB12,11.15,Baking Goods,105.8648,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,22.3,0.054,6,28.354
FDU26,16.7,Dairy,117.2782,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,46.76,0.081,45,91.841
NCF30,17,Household,124.5362,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,68,0.135,18,86.135
FDX20,7.365,Fruits and Vegetables,228.372,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,5.1555,0.027,30,35.1825
FDN02,16.5,Canned,207.2638,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,99,0.41,6,105.41
DRC27,13.8,Dairy,245.7802,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,38.64,0.081,45,83.721
FDZ38,,Dairy,171.3422,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
DRH25,18.7,Soft Drinks,52.9324,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,28.05,0.135,6,34.185
FDK21,7.905,Snack Foods,250.4408,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.7625,0.054,6,25.8165
FDT01,13.65,Canned,211.4902,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,81.9,0.41,6,88.31
FDZ09,17.6,Snack Foods,163.8868,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,44,0.054,6,50.054
DRL37,15.5,Soft Drinks,44.177,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,23.25,0.135,6,29.385
FDN49,17.25,Breakfast,41.748,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,31.05,0.054,6,37.104
FDC22,6.89,Snack Foods,194.882,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,17.225,0.054,6,23.279
FDT33,7.81,Snack Foods,165.1158,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.525,0.054,6,25.579
NCB43,20.2,Household,188.6898,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,80.8,0.135,18,98.935
DRI25,,Soft Drinks,56.6614,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDD21,10.3,Fruits and Vegetables,113.1176,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,7.21,0.027,30,37.237
FDS23,4.635,Breads,126.4994,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,5.562,0.054,9.6,15.216
FDS13,6.465,Canned,265.2884,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,38.79,0.41,6,45.2
DRI03,,Dairy,176.9028,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDU58,6.61,Snack Foods,186.4898,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.525,0.054,6,22.579
FDL09,,Snack Foods,167.4816,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDS12,9.1,Baking Goods,126.8362,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,18.2,0.054,6,24.254
FDP03,5.15,Meat,122.5388,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,139.05,0.108,12,151.158
FDI21,,Snack Foods,63.9168,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,0,0.054,6,6.054
FDW45,18,Snack Foods,147.7418,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,45,0.054,6,51.054
NCA18,10.1,Household,115.9492,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,40.4,0.135,18,58.535
FDN32,,Fruits and Vegetables,185.6266,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDR15,,Meat,153.8314,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,0,0.108,12,12.108
DRK11,8.21,Hard Drinks,149.9392,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,16.42,0.17,24,40.59
DRG49,7.81,Soft Drinks,242.6486,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,11.715,0.135,6,17.85
FDD29,12.15,Frozen Foods,252.1698,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,36.45,0.081,52.5,89.031
FDE33,19.35,Fruits and Vegetables,80.3644,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.545,0.027,30,43.572
FDJ58,15.6,Snack Foods,173.6764,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,39,0.054,6,45.054
FDM46,7.365,Snack Foods,93.512,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,18.4125,0.054,6,24.4665
FDD23,9.5,Starchy Foods,187.7898,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,14.25,0.054,30,44.304
DRM35,,Hard Drinks,179.4344,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,0,0.17,24,24.17
DRC25,5.73,Soft Drinks,85.3882,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,8.595,0.135,6,14.73
FDL36,15.1,Baking Goods,89.783,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,30.2,0.054,6,36.254
FDD41,6.765,Frozen Foods,105.5306,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,20.295,0.081,52.5,72.876
FDV19,14.85,Fruits and Vegetables,160.9578,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.395,0.027,30,40.422
FDR44,6.11,Fruits and Vegetables,131.2968,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,4.277,0.027,30,34.304
FDX50,20.1,Dairy,110.4228,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,56.28,0.081,45,101.361
DRC25,5.73,Soft Drinks,85.2882,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,8.595,0.135,6,14.73
FDA15,,Dairy,249.5092,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,0,0.081,45,45.081
FDX22,6.785,Snack Foods,208.7928,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,16.9625,0.054,6,23.0165
FDJ50,8.645,Canned,51.9982,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,51.87,0.41,6,58.28
FDT13,,Canned,188.8214,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
FDN12,15.6,Baking Goods,112.3544,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,31.2,0.054,6,37.254
FDD58,7.76,Snack Foods,98.77,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.4,0.054,6,25.454
FDM04,9.195,Frozen Foods,51.1666,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,27.585,0.081,52.5,80.166
FDA23,9.8,Baking Goods,102.8016,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,19.6,0.054,6,25.654
FDW28,18.25,Frozen Foods,197.2452,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,54.75,0.081,52.5,107.331
FDA45,21.25,Snack Foods,177.337,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,53.125,0.054,6,59.179
NCO26,7.235,Household,117.3492,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,28.94,0.135,18,47.075
FDV26,20.25,Dairy,197.0794,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,56.7,0.081,45,101.781
FDC50,,Canned,93.8094,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,0,0.41,6,6.41
NCV05,,Health and Hygiene,154.3656,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,0,0.081,18,18.081
FDW48,18,Baking Goods,80.2618,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,36,0.054,6,42.054
FDS55,7.02,Fruits and Vegetables,148.4734,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,4.914,0.027,30,34.941
FDX32,15.1,Fruits and Vegetables,144.0786,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.57,0.027,30,40.597
FDC53,8.68,Frozen Foods,100.0384,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,26.04,0.081,52.5,78.621
FDG35,21.2,Starchy Foods,175.7738,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,31.8,0.054,30,61.854
NCC30,16.6,Household,176.6344,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,66.4,0.135,18,84.535
NCZ17,12.15,Health and Hygiene,37.3506,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,36.45,0.081,18,54.531
FDZ56,16.25,Fruits and Vegetables,169.9474,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,11.375,0.027,30,41.402
NCS05,11.5,Health and Hygiene,133.2942,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,34.5,0.081,18,52.581
DRC25,,Soft Drinks,87.3882,Plastic Bottle/Glass,0.05,Maharashtra,Mumbai,50,Truck,1.5,2.7,0.12,0,0.135,6,6.135
FDW59,13.15,Breads,83.5566,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,15.78,0.054,9.6,25.434
FDB36,5.465,Baking Goods,132.1626,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,10.93,0.054,6,16.984
FDT37,14.15,Canned,253.7014,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,84.9,0.41,6,91.31
FDG47,12.8,Starchy Foods,261.9252,Plastic Bag,0.02,Uttar Pradesh,Delhi,250,Truck,1.5,2.7,0.12,19.2,0.054,30,49.254
FDM45,8.655,Snack Foods,119.3756,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,21.6375,0.054,6,27.6915
FDQ40,,Frozen Foods,176.8712,Plastic Bag/Cardboard,0.03,Tamil Nadu,Bangalore,350,Refrigerated Truck,3,2.7,0.15,0,0.081,52.5,52.581
FDF34,9.3,Snack Foods,199.1084,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,23.25,0.054,6,29.304
FDP24,20.6,Baking Goods,120.8756,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,41.2,0.054,6,47.254
FDT55,,Fruits and Vegetables,155.8946,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,0,0.027,30,30.027
FDH60,19.7,Baking Goods,197.011,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,39.4,0.054,6,45.454
FDF57,14.5,Fruits and Vegetables,169.6448,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,10.15,0.027,30,40.177
NCX29,10,Health and Hygiene,147.7102,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,30,0.081,18,48.081
FDD34,7.945,Snack Foods,161.821,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,19.8625,0.054,6,25.9165
FDQ15,20.35,Meat,81.7276,Plastic Tray + Wrap,0.04,Haryana,Delhi,80,Refrigerated Truck,27,2.7,0.15,549.45,0.108,12,561.558
FDL12,15.85,Baking Goods,60.222,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,31.7,0.054,6,37.754
FDS22,16.85,Snack Foods,44.8428,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,42.125,0.054,6,48.179
NCM29,11.5,Health and Hygiene,132.9626,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,34.5,0.081,18,52.581
FDO24,11.1,Baking Goods,156.4604,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,22.2,0.054,6,28.254
NCJ43,6.635,Household,174.9396,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,26.54,0.135,18,44.675
FDA37,7.81,Canned,123.1046,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,46.86,0.41,6,53.27
NCM07,9.395,Others,85.1908,Mixed (Default: Plastic),0.03,Delhi,Delhi,,Air,2,2.7,0.5,18.79,0.081,#VALUE!,#VALUE!
FDT49,7,Canned,108.228,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,42,0.41,6,48.41
FDP23,6.71,Breads,217.5166,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,8.052,0.054,9.6,17.706
DRF51,15.75,Dairy,38.0506,Plastic Pouch/Tetra Pack,0.03,Punjab,Delhi,300,Refrigerated Truck,2.8,2.7,0.15,44.1,0.081,45,89.181
NCZ41,19.85,Health and Hygiene,123.7704,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,59.55,0.081,18,77.631
DRJ11,9.5,Hard Drinks,189.2872,Glass Bottle,0.2,Goa,Mumbai,600,Train,2,0.85,0.04,19,0.17,24,43.17
FDP37,15.6,Breakfast,127.5994,Plastic Pouch/Box,0.02,Karnataka,Bangalore,50,Truck,1.8,2.7,0.12,28.08,0.054,6,34.134
FDT60,,Baking Goods,123.8388,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,0,0.054,6,6.054
FDA09,13.35,Snack Foods,178.666,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,33.375,0.054,6,39.429
FDJ46,11.1,Snack Foods,174.2054,Plastic Pouch,0.02,Maharashtra,Mumbai,50,Truck,2.5,2.7,0.12,27.75,0.054,6,33.804
FDO48,15,Baking Goods,219.7456,Plastic Bag/Paper Pouch,0.02,Karnataka,Bangalore,50,Truck,2,2.7,0.12,30,0.054,6,36.054
FDS59,14.8,Breads,109.057,Plastic Bag/Paper Pouch,0.02,Haryana,Delhi,80,Truck,1.2,2.7,0.12,17.76,0.054,9.6,27.414
FDH44,19.1,Fruits and Vegetables,145.7418,Minimal Plastic Bag,0.01,Uttar Pradesh,Delhi,250,Truck,0.7,2.7,0.12,13.37,0.027,30,43.397
NCM05,6.825,Health and Hygiene,264.3226,Plastic Bottle/Paper Box,0.03,Gujarat,Mumbai,450,Train,3,2.7,0.04,20.475,0.081,18,38.556
NCU06,,Household,228.001,Plastic Bottle/Paper,0.05,Gujarat,Mumbai,450,Train,4,2.7,0.04,0,0.135,18,18.135
FDV13,17.35,Canned,88.0856,Metal Can (Al/Steel),0.05,Maharashtra,Mumbai,50,Truck,6,8.2,0.12,104.1,0.41,6,110.51
